Car_ID,Brand,Model,Model_Ye,Kilometer,Fuel_Type,Transmiss,Owner_Ty,Engine_CC,Max_Pow,Mileage_k,Seats,Condition_Score,Accidents,Price_USD
ID_10369,Lucid,Air,2023,192787,Electric,Manual,Third,1200,87,17.1,5,5,1,4556
ID_10370,Hummer,H2,2021,11746,Petrol,Automatic,First,1600,109,13.7,5,7,0,7750
ID_10371,Hummer,H1,2014,32255,Hybrid,Manual,First,2000,180,21.1,5,6,1,2000
ID_10372,Genesis,G70,2019,10687,Petrol,Automatic,First,2000,174,10.4,5,1,0,2888
ID_10373,Mazda,CX-30,2013,176997,Diesel,Manual,Second,1600,158,14.5,5,5,0,2000
ID_10374,Suzuki,Ciaz,2011,10965,Hybrid,Manual,First,1600,146,16.3,5,10,0,3884
ID_10375,Geely,Okavango,2017,89950,Petrol,Automatic,First,1200,128,14.2,5,8,0,4434
ID_10376,NIO,ES6,2019,216702,Hybrid,Automatic,First,2000,140,11.3,5,7,1,2000
ID_10377,Nissan,Rogue,2023,189493,Diesel,Automatic,Fourth & Above,1200,116,13.0,5,3,0,3478
ID_10378,Rivian,R1T,2023,148703,Petrol,Automatic,First,1200,90,17.8,5,4,0,2063
ID_10379,Renault,Logan,2015,48447,Electric,Automatic,First,2000,147,17.5,5,1,0,2000
ID_10380,DS,DS7,2011,152423,Diesel,Automatic,Second,1200,120,14.1,5,4,0,2000
ID_10381,Infiniti,QX80,2014,2550,Diesel,Manual,Second,2500,187,18.4,5,4,0,5379
ID_10382,Abarth,695,2015,37862,Hybrid,Automatic,Second,2000,147,11.2,5,6,1,3019
ID_10383,Audi,Q5,2017,119409,Diesel,Automatic,First,3000,213,13.8,2,10,0,18433
ID_10384,Lada,Vesta,2010,162688,Hybrid,Automatic,First,1000,74,19.9,5,9,0,2000
ID_10385,Wuling,Hongguang Mini EV,2023,90230,Petrol,Manual,Third,1600,128,20.4,5,8,0,13818
ID_10386,BYD,Seal,2021,90617,Petrol,Automatic,Second,2000,182,19.4,5,9,0,11907
ID_10387,Wuling,Almaz,2012,178522,Electric,Automatic,Third,1000,66,16.2,5,4,0,2000
ID_10388,Ora,Good Cat,2022,49772,Electric,Manual,First,1000,85,17.9,5,6,0,5485
ID_10389,Volkswagen,Amarok,2020,66242,Hybrid,Manual,Second,1000,85,20.1,5,6,0,7825
ID_10390,BAIC,X25,2011,14115,Hybrid,Manual,Second,1600,104,21.5,5,3,0,2000
ID_10391,Nissan,Rogue,2014,17064,Diesel,Automatic,First,1000,118,14.9,5,4,1,2000
ID_10392,Alfa Romeo,Tonale,2024,120427,Hybrid,Manual,First,2500,171,13.0,5,4,1,11030
ID_10393,Ram,1500,2016,201167,Hybrid,Automatic,First,2000,143,20.5,5,2,0,2000
ID_10394,Mercedes-Benz,GLA,2021,35451,Diesel,Manual,First,2500,203,17.8,5,6,0,17671
ID_10395,Skoda,Superb,2015,68488,Electric,Manual,First,2000,160,15.3,5,4,0,2495
ID_10396,Acura,Integra,2024,63627,Hybrid,Manual,First,1200,119,10.3,5,1,0,4130
ID_10397,Lada,Granta,2023,128073,Hybrid,Manual,First,1000,70,19.6,5,8,0,11921
ID_10398,Cupra,Tavascan,2021,8417,Diesel,Manual,Second,1000,85,16.5,5,9,0,16147
ID_10399,SsangYong,Tivoli,2011,108736,Diesel,Manual,First,1000,93,15.2,5,8,0,2000
ID_10400,Dodge,Durango,2014,117895,Hybrid,Automatic,First,1000,119,20.8,5,10,0,2000
ID_10401,XPeng,G3,2016,84116,Diesel,Automatic,First,1600,105,21.5,5,7,0,4065
ID_10402,Zotye,SR9,2017,97765,Diesel,Automatic,First,1200,125,10.3,5,6,0,2272
ID_10403,Alfa Romeo,Tonale,2023,107200,Diesel,Automatic,First,4000,294,19.0,5,1,0,2421
ID_10404,NIO,ET5,2019,107334,Hybrid,Manual,Third,1600,106,10.4,5,4,0,2881
ID_10405,BYD,Han,2012,80207,Electric,Automatic,Second,1600,159,12.5,5,5,1,2000
ID_10406,Opel,Mokka,2016,152588,Diesel,Automatic,First,1000,63,21.4,5,5,0,2000
ID_10407,GMC,Sierra,2019,29709,Petrol,Automatic,First,2000,134,18.0,5,10,0,8872
ID_10408,Infiniti,QX50,2018,200163,Electric,Manual,First,2000,160,21.8,5,9,0,7076
ID_10409,Renault,Duster,2012,139273,Hybrid,Manual,Third,1200,130,12.0,5,8,0,2000
ID_10410,Mazda,Mazda 6,2013,181586,Diesel,Automatic,First,1200,90,18.7,5,1,1,2000
ID_10411,FAW,Vita,2013,148904,Electric,Manual,First,1200,83,14.7,5,9,0,2000
ID_10412,Nissan,GT-R,2023,35180,Electric,Automatic,First,1000,89,19.7,5,8,0,15727
ID_10413,Renault,Arkana,2014,169720,Hybrid,Manual,First,2000,177,12.6,5,2,0,2000
ID_10414,Cupra,Tavascan,2013,158935,Electric,Automatic,First,1200,131,21.1,5,3,0,2000
ID_10415,Vauxhall,Corsa,2022,23517,Petrol,Automatic,Second,1000,74,20.6,5,7,0,8414
ID_10416,XPeng,P7,2016,80708,Petrol,Manual,First,2000,142,15.4,5,1,0,2000
ID_10417,Skoda,Superb,2019,88250,Petrol,Automatic,Second,1200,116,17.6,5,6,0,5878
ID_10418,BAIC,X25,2018,105190,Hybrid,Manual,First,1600,102,13.9,5,5,1,2000
ID_10419,Wuling,Almaz,2015,55392,Electric,Automatic,First,1000,91,21.9,5,1,0,2000
ID_10420,Acura,ILX,2013,186163,Electric,Manual,First,4000,305,19.0,2,6,0,3989
ID_10421,Land Rover,Range Rover Sport,2020,198505,Petrol,Manual,Fourth & Above,2000,130,15.8,5,8,0,16963
ID_10422,BMW,Serie 5,2014,103528,Hybrid,Automatic,Second,2500,208,21.2,5,6,0,7340
ID_10423,XPeng,G9,2017,117525,Electric,Manual,First,1000,116,10.8,5,2,0,2000
ID_10424,Ram,1500,2016,197588,Petrol,Manual,First,1000,106,19.2,5,1,0,2000
ID_10425,JAC,SEI2,2018,104353,Diesel,Manual,Second,1600,110,10.7,5,8,0,2098
ID_10426,Volvo,S90,2011,11943,Petrol,Manual,First,2500,202,11.7,5,1,0,2000
ID_10427,Chevrolet,Silverado,2018,219416,Electric,Manual,First,1200,111,10.1,5,9,0,2000
ID_10428,FAW,Vita,2014,111000,Hybrid,Automatic,First,1200,123,10.4,5,6,0,2000
ID_10429,Volvo,S60,2014,192141,Diesel,Manual,Fourth & Above,3000,234,20.0,2,9,1,4691
ID_10430,Skoda,Superb,2020,37367,Diesel,Automatic,First,1600,135,17.7,5,2,0,2803
ID_10431,Dodge,Durango,2023,150708,Petrol,Manual,First,2000,179,19.9,5,6,0,6423
ID_10432,Acura,ILX,2019,205840,Petrol,Manual,Second,2500,189,20.9,5,3,0,5101
ID_10433,Alfa Romeo,4C,2014,68944,Diesel,Manual,First,4000,307,10.8,2,4,0,3716
ID_10434,Acura,NSX,2018,102143,Electric,Manual,First,3000,260,20.0,2,4,0,9400
ID_10435,Hyundai,Creta,2016,106854,Electric,Automatic,Second,1200,100,14.7,5,6,1,2000
ID_10436,GMC,Sierra,2015,1906,Petrol,Automatic,Fourth & Above,1200,98,20.6,5,7,1,3509
ID_10437,Rivian,R1T,2017,90283,Diesel,Manual,First,1200,122,11.9,5,10,0,3846
ID_10438,Cupra,Tavascan,2023,180949,Electric,Manual,First,1000,94,14.1,5,5,0,4247
ID_10439,Polestar,Polestar 3,2013,159231,Electric,Manual,First,2000,136,14.9,5,6,0,2000
ID_10440,Saturn,Ion,2017,84455,Hybrid,Manual,First,1200,95,13.5,5,9,0,3533
ID_10441,JAC,SEI7,2023,122966,Hybrid,Automatic,Second,1200,94,17.1,5,5,0,3119
ID_10442,Mercedes-Benz,Clase A,2012,132370,Petrol,Automatic,First,2000,171,16.5,5,3,1,2000
ID_10443,Skoda,Fabia,2024,148996,Petrol,Manual,First,1000,86,12.4,5,3,0,4652
ID_10444,Ora,Good Cat,2019,35089,Hybrid,Manual,Second,1200,117,18.9,5,9,0,9271
ID_10445,Kia,Stinger,2015,170569,Diesel,Manual,First,1000,113,13.2,5,3,0,2000
ID_10446,JAC,T6,2013,101360,Hybrid,Manual,First,1200,75,10.0,5,9,0,2000
ID_10447,XPeng,G3,2010,179818,Hybrid,Manual,First,1000,112,18.0,5,5,0,2000
ID_10448,Subaru,Outback,2016,120668,Electric,Manual,First,1600,118,10.7,5,3,0,2000
ID_10449,Brilliance,V5,2017,54717,Electric,Manual,First,1000,109,21.2,5,6,0,2433
ID_10450,Opel,Mokka,2019,47831,Petrol,Manual,Third,1000,80,18.3,5,10,0,8676
ID_10451,Hyundai,Santa Fe,2020,106827,Diesel,Automatic,Third,2000,172,11.3,5,2,0,2085
ID_10452,Abarth,695,2011,25699,Diesel,Manual,First,1600,142,19.3,5,4,1,2000
ID_10453,Hyundai,IONIQ 5,2015,18531,Electric,Manual,Third,1000,79,11.7,5,7,1,4119
ID_10454,Zotye,T600,2018,41583,Hybrid,Automatic,First,1600,112,12.6,5,9,0,8192
ID_10455,Audi,A3,2024,52294,Petrol,Automatic,Second,1600,138,15.3,5,7,0,33909
ID_10456,XPeng,G3,2013,216331,Hybrid,Manual,First,1600,154,20.0,5,7,0,2000
ID_10457,Polestar,Polestar 3,2019,126257,Diesel,Automatic,First,1600,115,13.6,5,6,0,3823
ID_10458,BAIC,X25,2013,62590,Hybrid,Manual,First,1600,145,20.0,5,5,0,2000
ID_10459,Kia,Picanto,2011,111676,Hybrid,Manual,First,1600,115,13.9,5,8,0,2000
ID_10460,Vauxhall,Astra,2012,197388,Electric,Manual,First,1600,159,10.6,5,6,0,2000
ID_10461,FAW,Vita,2020,142554,Electric,Manual,Third,2000,164,18.7,5,8,0,4021
ID_10462,Great Wall,Wingle 5,2014,86326,Diesel,Automatic,First,2000,139,11.1,5,6,1,2000
ID_10463,SsangYong,Rexton,2011,172962,Hybrid,Manual,First,1000,104,15.6,5,5,0,2000
ID_10464,Suzuki,Swift,2017,210711,Diesel,Automatic,First,1600,149,20.2,5,1,0,2000
ID_10465,FAW,Vita,2014,174286,Petrol,Automatic,First,1000,90,20.1,5,7,0,2000
ID_10466,Volvo,S60,2012,156901,Electric,Manual,First,2000,157,19.2,5,10,0,6503
ID_10467,Ram,1500,2019,183557,Electric,Automatic,Second,1000,83,13.1,5,3,1,2000
ID_10468,Lucid,Air,2014,63933,Electric,Automatic,Third,1200,92,21.6,5,5,0,2674
ID_10469,Tesla,Model S,2013,57562,Electric,Automatic,First,2000,183,10.7,5,3,0,4123
ID_10470,Hummer,EV,2023,64693,Petrol,Manual,First,2000,137,17.9,5,6,1,6877
ID_10471,Geely,Coolray,2015,90288,Electric,Manual,Third,2000,184,11.9,5,10,0,3967
ID_10472,Opel,Astra,2022,133857,Hybrid,Manual,Second,1600,158,19.9,5,7,1,4474
ID_10473,Changan,CS55,2022,170700,Hybrid,Manual,Second,1600,133,16.0,5,9,0,9469
ID_10474,Lincoln,Navigator,2017,145522,Hybrid,Manual,First,2500,221,21.2,5,10,1,9490
ID_10475,Geely,Okavango,2017,128829,Hybrid,Automatic,First,1200,82,16.2,5,3,0,2000
ID_10476,Chevrolet,Spark,2017,79064,Diesel,Manual,Second,1000,108,14.7,5,4,0,2497
ID_10477,Chevrolet,Silverado,2018,8135,Petrol,Manual,Second,1600,151,21.5,5,7,0,5346
ID_10478,Volkswagen,Passat,2012,112635,Diesel,Automatic,First,2000,131,16.4,5,3,0,2000
ID_10479,Kia,Telluride,2012,209460,Diesel,Manual,First,1000,81,21.7,5,2,0,2000
ID_10480,Ford,Edge,2013,27978,Diesel,Automatic,First,1200,91,15.3,5,2,0,2000
ID_10481,Lucid,Air,2013,128978,Diesel,Manual,First,1000,75,12.9,5,8,0,2000
ID_10482,Dodge,Hornet,2016,200895,Hybrid,Automatic,First,1600,145,14.3,5,4,0,2000
ID_10483,Rivian,R1T,2022,144407,Petrol,Automatic,First,1600,106,21.2,5,3,0,2000
ID_10484,Hummer,H1,2010,174924,Petrol,Automatic,Fourth & Above,1200,134,17.3,5,9,0,2000
ID_10485,Volkswagen,ID.4,2019,89528,Diesel,Automatic,Second,1200,92,14.5,5,4,0,3770
ID_10486,Lucid,Air,2019,125299,Electric,Automatic,First,1600,141,19.6,5,2,0,2000
ID_10487,DS,DS7,2022,150752,Petrol,Automatic,First,2000,166,20.2,5,2,0,2000
ID_10488,Genesis,GV80,2019,45900,Electric,Automatic,First,3000,236,15.6,7,9,0,17668
ID_10489,Subaru,Ascent,2024,189209,Petrol,Automatic,First,2000,174,13.8,5,5,0,4558
ID_10490,Subaru,Forester,2016,161762,Electric,Manual,Second,1200,131,20.4,5,2,0,2000
ID_10491,Jeep,Renegade,2021,114506,Petrol,Automatic,First,2000,171,18.5,5,8,0,16439
ID_10492,Skoda,Fabia,2023,209566,Electric,Manual,First,2000,175,10.9,5,8,0,5708
ID_10493,Haval,Jolion,2022,116977,Diesel,Manual,Second,1600,122,11.8,5,6,0,4596
ID_10494,Haval,H9,2010,83688,Petrol,Automatic,First,1600,116,12.8,5,5,0,2000
ID_10495,DS,DS7,2020,211509,Diesel,Automatic,First,2000,154,16.2,5,6,0,2111
ID_10496,Ford,Expedition,2016,142341,Petrol,Automatic,Third,2000,182,10.9,5,10,0,2000
ID_10497,Ora,Black Cat,2011,128791,Hybrid,Automatic,Second,1200,123,16.4,5,1,0,2000
ID_10498,Chevrolet,Blazer,2016,152507,Diesel,Automatic,First,2000,144,16.6,5,3,0,2000
ID_10499,SsangYong,Tivoli,2011,107012,Diesel,Manual,First,1200,96,18.5,5,9,0,2000
ID_10500,Lincoln,Corsair,2020,133640,Diesel,Manual,First,3000,226,18.4,5,7,0,12077
ID_10501,Volvo,XC40,2010,29916,Petrol,Automatic,Second,1600,107,14.8,5,7,0,4215
ID_10502,Mazda,CX-50,2021,215400,Electric,Manual,First,1000,103,19.7,5,4,0,2000
ID_10503,Tesla,Model X,2021,81562,Diesel,Automatic,First,2000,174,17.4,5,5,0,14449
ID_10504,BAIC,X35,2010,23849,Diesel,Manual,First,2000,144,21.8,5,9,0,2680
ID_10505,Hyundai,Kona,2012,160162,Electric,Automatic,First,2000,185,20.1,5,6,0,2000
ID_10506,Cupra,Born,2021,30646,Petrol,Manual,First,1000,117,13.4,5,4,0,5545
ID_10507,Lincoln,Navigator,2021,89085,Electric,Automatic,First,3000,239,18.2,7,3,0,7903
ID_10508,Abarth,695,2023,164831,Diesel,Manual,Second,1200,117,10.4,5,9,0,9558
ID_10509,Renault,Arkana,2023,38515,Electric,Automatic,First,2000,130,18.9,5,6,0,7356
ID_10510,DS,DS3,2011,51654,Petrol,Manual,Second,1200,79,13.8,5,1,1,2000
ID_10511,Land Rover,Range Rover Sport,2013,132752,Diesel,Manual,Second,4000,310,12.5,5,6,0,3829
ID_10512,Brilliance,V5,2019,51665,Electric,Manual,First,2000,144,21.2,5,9,0,5718
ID_10513,Land Rover,Range Rover Evoque,2015,123512,Diesel,Manual,First,1200,133,16.1,5,10,0,7768
ID_10514,Mercedes-Benz,Clase S,2013,96103,Electric,Manual,First,2000,185,18.9,5,1,0,2000
ID_10515,Saturn,Vue,2013,95321,Hybrid,Automatic,Second,1600,112,17.8,5,4,0,2000
ID_10516,Opel,Corsa,2022,33374,Petrol,Automatic,First,1000,117,18.7,5,9,0,15065
ID_10517,JAC,T8,2019,34898,Hybrid,Automatic,First,2000,169,10.9,5,8,0,8954
ID_10518,MG,ZS,2017,135381,Diesel,Automatic,Second,1200,97,13.6,5,6,0,2000
ID_10519,XPeng,G9,2015,195744,Hybrid,Automatic,Second,2000,180,10.6,5,1,0,2000
ID_10520,Great Wall,Wingle 5,2018,173337,Hybrid,Automatic,First,1000,98,10.4,5,1,0,2000
ID_10521,DS,DS3,2016,115116,Diesel,Automatic,First,1600,110,18.2,5,8,0,3580
ID_10522,Lincoln,MKZ,2019,120892,Electric,Automatic,First,1200,97,12.8,5,5,0,8149
ID_10523,SsangYong,Tivoli,2024,168285,Hybrid,Manual,First,1200,125,18.7,5,4,0,2663
ID_10524,DS,DS3,2016,174187,Diesel,Manual,First,1000,70,21.4,5,2,0,2000
ID_10525,Geely,Coolray,2010,219642,Diesel,Automatic,First,2000,187,14.3,5,5,1,2000
ID_10526,Mercedes-Benz,Clase A,2024,173292,Electric,Automatic,Third,1600,106,13.9,5,2,0,5273
ID_10527,GMC,Acadia,2020,185461,Petrol,Automatic,First,1000,102,16.7,5,8,0,2523
ID_10528,Foton,Sauvana,2022,128169,Petrol,Manual,First,1600,143,14.5,5,4,0,5482
ID_10529,SsangYong,Korando,2010,194298,Petrol,Automatic,First,1600,117,17.0,5,8,0,2000
ID_10530,Toyota,bZ4X,2012,71437,Hybrid,Automatic,First,2000,176,11.1,5,6,0,2000
ID_10531,MG,RX5,2023,194504,Diesel,Manual,Second,1200,105,10.0,5,10,0,10380
ID_10532,Opel,Grandland,2024,166169,Petrol,Automatic,First,1600,132,13.9,5,2,0,3024
ID_10533,Dodge,Journey,2012,143570,Hybrid,Automatic,First,1200,116,14.1,5,1,0,2000
ID_10534,Great Wall,Poer,2023,41021,Petrol,Manual,First,1000,77,15.8,5,10,0,10673
ID_10535,GMC,Terrain,2011,127502,Diesel,Automatic,First,1200,94,19.0,5,3,0,2000
ID_10536,Dodge,Hornet,2010,194227,Petrol,Automatic,First,1600,133,10.1,5,1,0,2000
ID_10537,Volvo,C40,2012,181572,Diesel,Automatic,Third,4000,330,10.8,2,1,0,2000
ID_10538,Suzuki,Ertiga,2010,21650,Petrol,Automatic,First,2000,157,19.4,5,4,0,2000
ID_10539,Lada,Niva,2020,197204,Diesel,Automatic,First,2000,156,17.5,5,2,0,2000
ID_10540,Tesla,Model X,2014,81254,Hybrid,Manual,First,4000,325,20.8,2,8,0,10588
ID_10541,BYD,Seal,2023,156410,Diesel,Manual,First,2000,172,21.1,5,3,0,3488
ID_10542,Haval,H9,2022,30196,Diesel,Manual,Second,2000,171,20.0,5,3,0,3110
ID_10543,Skoda,Superb,2021,8095,Electric,Manual,First,1000,92,15.5,5,10,0,17267
ID_10544,MG,ZS,2011,158472,Diesel,Manual,Third,1600,151,20.8,5,8,1,2000
ID_10545,Skoda,Kodiaq,2018,209849,Petrol,Automatic,First,1000,92,14.6,5,8,0,2000
ID_10546,Dodge,Durango,2013,216126,Hybrid,Automatic,Second,1000,102,11.1,5,1,0,2000
ID_10547,Cupra,Formentor,2017,71826,Hybrid,Manual,Third,1000,76,18.8,5,4,0,2931
ID_10548,Dongfeng,AX7,2015,123428,Petrol,Manual,First,1200,89,11.1,5,6,0,2000
ID_10549,Volkswagen,Golf,2017,192116,Hybrid,Automatic,Second,2000,160,12.8,5,6,0,2000
ID_10550,FAW,Vita,2021,157362,Electric,Automatic,Third,2000,181,10.3,5,1,0,2000
ID_10551,Land Rover,Range Rover Sport,2011,66097,Electric,Automatic,First,1600,153,20.9,5,5,0,3590
ID_10552,Ram,3500,2021,107229,Electric,Automatic,Second,1600,114,17.8,5,10,0,7538
ID_10553,Chevrolet,Spark,2014,24455,Petrol,Automatic,First,1600,110,13.1,5,5,0,2126
ID_10554,Skoda,Superb,2021,157301,Hybrid,Automatic,First,2000,144,15.3,5,7,0,5306
ID_10555,JAC,SEI4,2014,65878,Diesel,Manual,Second,2000,166,12.2,5,9,0,2667
ID_10556,Volvo,XC60,2016,55246,Electric,Automatic,Second,2500,221,15.1,5,1,0,2000
ID_10557,Opel,Mokka,2022,114795,Diesel,Automatic,First,2000,163,18.5,5,6,0,8538
ID_10558,Mazda,CX-30,2012,30307,Petrol,Automatic,First,1600,158,17.2,5,9,0,2279
ID_10559,Opel,Corsa,2014,5843,Petrol,Manual,First,1000,85,16.6,5,7,0,5692
ID_10560,FAW,Vita,2010,163023,Hybrid,Automatic,First,1600,106,10.4,5,7,0,2000
ID_10561,Rivian,R1S,2014,102691,Electric,Manual,Second,1000,98,14.8,5,10,1,2000
ID_10562,GMC,Sierra,2010,75465,Diesel,Automatic,First,1000,97,13.8,5,7,0,2000
ID_10563,NIO,ES6,2020,68732,Hybrid,Manual,First,1000,65,12.9,5,4,0,4992
ID_10564,Lada,Granta,2024,22422,Electric,Automatic,Second,1000,116,11.3,5,7,0,14745
ID_10565,Subaru,Ascent,2023,33778,Hybrid,Manual,Second,1200,81,14.7,5,9,0,17826
ID_10566,Suzuki,Vitara,2023,171157,Hybrid,Manual,Fourth & Above,1200,75,19.5,5,10,0,7172
ID_10567,Jeep,Compass,2023,34282,Petrol,Automatic,First,4000,284,11.4,5,4,0,16093
ID_10568,Volkswagen,Passat,2015,128157,Petrol,Automatic,Fourth & Above,1600,135,16.9,5,5,1,2000
ID_10569,SsangYong,Rexton,2018,192200,Electric,Manual,First,2000,154,12.2,5,6,0,2000
ID_10570,Cadillac,XT4,2016,130376,Electric,Automatic,First,1600,151,12.2,5,5,1,5633
ID_10571,Vauxhall,Astra,2024,19279,Electric,Manual,Fourth & Above,1200,96,17.4,5,10,0,23400
ID_10572,Cupra,Leon,2018,44609,Diesel,Automatic,First,1000,81,20.8,5,7,0,7642
ID_10573,Renault,Koleos,2023,161414,Hybrid,Automatic,Second,2000,155,19.0,5,7,0,6827
ID_10574,Haval,H6,2016,28617,Electric,Automatic,First,1600,109,11.4,5,6,0,4582
ID_10575,Abarth,695,2018,111739,Diesel,Automatic,First,2000,157,10.9,5,5,0,2000
ID_10576,Volkswagen,Tiguan,2023,102696,Electric,Manual,Second,1000,99,16.4,5,9,0,10148
ID_10577,Chevrolet,Suburban,2018,173089,Petrol,Manual,Second,1600,137,14.3,5,7,0,2021
ID_10578,DS,DS4,2019,82555,Diesel,Automatic,Second,1200,120,21.6,5,8,0,8580
ID_10579,Lada,Granta,2011,145053,Petrol,Manual,Second,2000,137,14.9,5,10,1,2000
ID_10580,Kia,Stinger,2017,97144,Diesel,Automatic,First,1200,86,13.9,5,4,0,2000
ID_10581,Tesla,Model X,2019,218824,Hybrid,Manual,First,1200,122,15.6,5,3,0,4470
ID_10582,Brilliance,V3,2018,111539,Electric,Manual,First,1200,133,20.9,5,10,1,2193
ID_10583,Brilliance,V5,2022,109948,Diesel,Manual,First,1600,141,15.6,5,1,0,2000
ID_10584,Foton,Tunland,2016,153006,Hybrid,Manual,First,1600,120,15.4,5,10,1,2000
ID_10585,Tesla,Cybertruck,2019,150289,Electric,Manual,First,2000,148,21.5,5,4,0,6964
ID_10586,Audi,A6,2021,60959,Electric,Manual,Second,1600,129,19.0,5,7,0,22048
ID_10587,Land Rover,Range Rover Sport,2015,135114,Petrol,Automatic,First,2500,221,16.4,5,4,0,5308
ID_10588,Hummer,H3,2024,176254,Electric,Manual,First,2000,153,14.5,5,4,0,3299
ID_10589,Alfa Romeo,Stelvio,2013,166136,Electric,Automatic,First,4000,275,11.5,7,7,0,2284
ID_10590,BAIC,X25,2018,7095,Petrol,Manual,First,1000,119,11.9,5,4,0,4025
ID_10591,JAC,T8,2018,154558,Hybrid,Manual,First,1000,94,12.4,5,7,0,2354
ID_10592,Wuling,Almaz,2013,132430,Electric,Manual,First,1600,107,17.0,5,5,0,2000
ID_10593,NIO,ET5,2017,21899,Diesel,Automatic,Second,2000,170,14.3,5,10,1,6001
ID_10594,Foton,Tunland,2011,165286,Petrol,Manual,First,1200,131,14.8,5,6,0,2000
ID_10595,Saturn,Vue,2021,48319,Hybrid,Manual,Second,1000,100,15.3,5,8,0,7406
ID_10596,Tesla,Model 3,2012,116675,Petrol,Automatic,Fourth & Above,1200,90,13.4,5,4,0,2000
ID_10597,Kia,Telluride,2011,50226,Diesel,Manual,First,1600,126,16.3,5,3,0,2000
ID_10598,Skoda,Kamiq,2014,215390,Petrol,Manual,Second,1600,132,16.4,5,5,0,2000
ID_10599,Ford,Explorer,2020,215150,Diesel,Manual,First,1600,104,18.7,5,9,0,2000
ID_10600,Seat,Ateca,2023,212749,Hybrid,Automatic,Second,1200,128,19.0,5,4,0,2000
ID_10601,Lucid,Air,2015,169511,Electric,Manual,First,1000,64,15.7,5,2,0,2000
ID_10602,Porsche,Panamera,2024,50486,Diesel,Automatic,First,1600,130,10.3,5,2,0,7301
ID_10603,Haval,H2,2020,198775,Petrol,Manual,Third,2000,151,12.1,5,1,0,2000
ID_10604,Genesis,G70,2017,21652,Electric,Manual,First,2000,150,11.2,5,8,0,18601
ID_10605,SsangYong,Korando,2021,121684,Electric,Manual,First,1600,104,11.2,5,2,0,2000
ID_10606,Chevrolet,Tracker,2023,142283,Hybrid,Automatic,Second,1000,60,18.6,5,4,1,2000
ID_10607,Hummer,H3,2023,138485,Electric,Manual,First,1600,151,17.4,5,8,0,8368
ID_10608,Toyota,Yaris,2017,146472,Electric,Manual,Second,1600,134,13.4,5,2,1,2000
ID_10609,Seat,Toledo,2015,161057,Diesel,Manual,First,1000,82,14.5,5,4,0,2000
ID_10610,Lada,Niva,2011,68553,Electric,Manual,Second,1000,76,10.9,5,7,0,2000
ID_10611,Acura,Integra,2019,132119,Petrol,Automatic,Second,2500,212,10.7,5,2,0,2658
ID_10612,Mercedes-Benz,Clase E,2020,141466,Petrol,Manual,Second,2500,193,12.4,5,4,1,4858
ID_10613,Cadillac,XT6,2022,71465,Petrol,Automatic,Second,3000,235,17.4,2,4,1,7136
ID_10614,Foton,Tunland,2023,134289,Diesel,Automatic,Third,2000,180,15.2,5,6,0,4038
ID_10615,Opel,Corsa,2024,87612,Diesel,Manual,Second,1600,119,11.9,5,5,0,8423
ID_10616,Hyundai,Elantra,2013,175210,Electric,Manual,Second,1200,74,11.2,5,3,0,2000
ID_10617,Brilliance,V5,2017,65483,Petrol,Automatic,Second,1600,127,14.3,5,5,0,2755
ID_10618,Dodge,Hornet,2022,71740,Hybrid,Automatic,First,1200,109,21.8,5,5,0,6164
ID_10619,Ora,Good Cat,2012,99694,Electric,Automatic,First,2000,175,19.9,5,5,0,2000
ID_10620,MG,Marvel R,2016,176358,Diesel,Manual,Second,1200,76,13.8,5,10,0,2000
ID_10621,Suzuki,Swift,2016,110968,Petrol,Manual,First,1600,114,18.5,5,7,0,3199
ID_10622,Suzuki,Ciaz,2018,17780,Hybrid,Manual,First,1000,68,11.9,5,3,0,2298
ID_10623,Cadillac,CTS,2021,150116,Petrol,Automatic,First,1600,122,17.6,5,1,0,3016
ID_10624,Rivian,R1T,2020,175683,Electric,Automatic,Second,1200,114,19.0,5,7,0,4837
ID_10625,Kia,Forte,2012,143356,Petrol,Automatic,First,1200,109,16.8,5,10,0,2000
ID_10626,GMC,Sierra,2024,21377,Hybrid,Automatic,Second,2000,161,17.3,5,5,0,8037
ID_10627,NIO,ES8,2014,65300,Petrol,Automatic,Second,1200,99,11.6,5,6,0,2644
ID_10628,Peugeot,3008,2011,146625,Electric,Automatic,Third,1200,120,20.2,5,10,0,2000
ID_10629,Lada,Vesta,2010,118570,Diesel,Manual,First,1600,123,10.3,5,4,0,2000
ID_10630,BMW,Serie 7,2017,34234,Petrol,Automatic,First,4000,282,12.7,2,6,0,8883
ID_10631,Lucid,Air,2023,68634,Hybrid,Manual,First,2000,143,11.2,5,3,0,2673
ID_10632,Ram,ProMaster,2012,205787,Diesel,Automatic,First,1600,141,10.7,5,3,0,2000
ID_10633,Geely,Okavango,2017,7415,Diesel,Manual,First,2000,142,12.4,5,1,0,2000
ID_10634,Porsche,Panamera,2015,104745,Petrol,Manual,First,1200,104,15.5,5,10,0,9963
ID_10635,Seat,Leon,2014,169666,Petrol,Manual,First,1200,114,21.4,5,2,0,2000
ID_10636,Honda,Odyssey,2019,8369,Hybrid,Automatic,First,2000,139,20.2,5,8,0,6586
ID_10637,FAW,Vita,2020,78230,Hybrid,Automatic,Second,1600,103,17.4,5,3,1,2000
ID_10638,Cupra,Born,2010,35516,Electric,Automatic,First,1200,102,13.5,5,8,0,2601
